Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSCAFG00845016533,TIAL1,ENSG00000151923,TIAL1
ENSCAFG00845016535,ZNF664,ENSG00000179195,ZNF664
ENSCAFG00845016536,MRPL19,ENSG00000115364,MRPL19
ENSCAFG00845016537,SMC6,ENSG00000163029,SMC6
ENSCAFG00845016538,ADRM1,ENSG00000130706,ADRM1
ENSCAFG00845016543,MYRIP,ENSG00000170011,MYRIP
ENSCAFG00845016544,RCOR1,ENSG00000089902,RCOR1
ENSCAFG00845016545,NOX1,ENSG00000007952,NOX1
ENSCAFG00845016547,CLDN24,ENSG00000177300,CLDN22
ENSCAFG00845016547,CLDN24,ENSG00000185758,CLDN24
ENSCAFG00845016548,C7H18orf32,ENSG00000177576,C18orf32
ENSCAFG00845016550,SNORD86,ENSG00000212498,SNORD86
ENSCAFG00845016552,TIFA,ENSG00000145365,TIFA
ENSCAFG00845016556,GCNT3,ENSG00000140297,GCNT3
ENSCAFG00845016557,RBCK1,ENSG00000125826,RBCK1
ENSCAFG00845016558,PRKCZ,ENSG00000067606,PRKCZ
ENSCAFG00845016559,LYSMD3,ENSG00000176018,LYSMD3
ENSCAFG00845016560,ENSCAFG00845016560,ENSG00000198892,SHISA4
ENSCAFG00845016561,SNORA51,ENSG00000271798,SNORA51
ENSCAFG00845016564,GALNTL6,ENSG00000174473,GALNTL6
ENSCAFG00845016566,P2RX5,ENSG00000257950,P2RX5-TAX1BP3
ENSCAFG00845016566,P2RX5,ENSG00000083454,P2RX5
ENSCAFG00845016573,FADS6,ENSG00000172782,FADS6
ENSCAFG00845016574,NAGPA,ENSG00000103174,NAGPA
ENSCAFG00845016577,U6,ENSG00000207295,RNU6-851P
ENSCAFG00845016578,OR10K1,ENSG00000173285,OR10K1
ENSCAFG00845016579,SNORD110,ENSG00000221116,SNORD110
ENSCAFG00845016583,PET117,ENSG00000232838,PET117
ENSCAFG00845016585,ARRB2,ENSG00000141480,ARRB2
ENSCAFG00845016587,CA14,ENSG00000118298,CA14
ENSCAFG00845016589,NDUFB5,ENSG00000288698,ENSG00000288698
ENSCAFG00845016589,NDUFB5,ENSG00000136521,NDUFB5
ENSCAFG00845016592,CLDN22,ENSG00000177300,CLDN22
ENSCAFG00845016592,CLDN22,ENSG00000185758,CLDN24
ENSCAFG00845016594,ENSCAFG00845016594,ENSG00000163389,POGLUT1
ENSCAFG00845016596,CBX1,ENSG00000108468,CBX1
ENSCAFG00845016597,SNX12,ENSG00000165349,SLC7A3
ENSCAFG00845016598,HLF,ENSG00000108924,HLF
ENSCAFG00845016600,EVA1A,ENSG00000115363,EVA1A
ENSCAFG00845016601,MLYCD,ENSG00000103150,MLYCD
ENSCAFG00845016604,COMMD1,ENSG00000173163,COMMD1
ENSCAFG00845016606,ENSCAFG00845016606,ENSG00000156466,GDF6
ENSCAFG00845016609,SLC16A10,ENSG00000112394,SLC16A10
ENSCAFG00845016614,CCDC92,ENSG00000119242,CCDC92
ENSCAFG00845016618,ST3GAL3,ENSG00000126091,ST3GAL3
ENSCAFG00845016622,JMJD6,ENSG00000070495,JMJD6
ENSCAFG00845016623,U6,ENSG00000206921,RNU6-481P
ENSCAFG00845016624,ENSCAFG00845016624,ENSG00000162669,HFM1
ENSCAFG00845016625,PMM1,ENSG00000100417,PMM1
ENSCAFG00845016626,DDX31,ENSG00000125485,DDX31
ENSCAFG00845016627,OR10K2,ENSG00000180708,OR10K2
ENSCAFG00845016630,ST3GAL6,ENSG00000064225,ST3GAL6
ENSCAFG00845016633,E2F3,ENSG00000112242,E2F3
ENSCAFG00845016634,ENSCAFG00845016634,ENSG00000184731,FAM110C
ENSCAFG00845016635,RADX,ENSG00000147231,RADX
ENSCAFG00845016637,ENSCAFG00845016637,ENSG00000271907,SNORA35B
ENSCAFG00845016638,TMC2,ENSG00000149488,TMC2
ENSCAFG00845016639,SMAD3,ENSG00000166949,SMAD3
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211942,IGHV3-13
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211965,IGHV3-49
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211943,IGHV3-15
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000277856,ENSG00000277856
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000224650,IGHV3-74
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000232216,IGHV3-43
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211964,IGHV3-48
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211976,IGHV3-73
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000233732,IGHV3OR16-10
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000271178,IGHV3OR16-13
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000270550,IGHV3-30
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211947,IGHV3-21
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211938,IGHV3-7
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211972,IGHV3-66
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000225698,IGHV3-72
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000282639,IGHV3-64D
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000270467,IGHV3OR16-12
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211949,IGHV3-23
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211967,IGHV3-53
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211958,IGHV3-38
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211955,IGHV3-33
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211941,IGHV3-11
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000211946,IGHV3-20
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000259490,IGHV3OR15-7
ENSCAFG00845016641,ENSCAFG00845016641,ENSG00000223648,IGHV3-64
ENSCAFG00845016642,FAM131B,ENSG00000159784,FAM131B
ENSCAFG00845016643,MMD,ENSG00000108960,MMD
ENSCAFG00845016647,TACR1,ENSG00000115353,TACR1
ENSCAFG00845016649,SCD,ENSG00000099194,SCD
ENSCAFG00845016652,METTL2A,ENSG00000165055,METTL2B
ENSCAFG00845016652,METTL2A,ENSG00000087995,METTL2A
ENSCAFG00845016653,HSBP1,ENSG00000230989,HSBP1
ENSCAFG00845016654,ALPK1,ENSG00000073331,ALPK1
ENSCAFG00845016656,OR10T2,ENSG00000186306,OR10T2
ENSCAFG00845016661,ABI2,ENSG00000138443,ABI2
ENSCAFG00845016662,ENSCAFG00845016662,ENSG00000205277,MUC12
ENSCAFG00845016663,ENSCAFG00845016663,ENSG00000273841,TAF9
ENSCAFG00845016666,DMRTA1,ENSG00000176399,DMRTA1
ENSCAFG00845016667,GTSF1,ENSG00000170627,GTSF1
ENSCAFG00845016668,TAL1,ENSG00000162367,TAL1
ENSCAFG00845016669,MBLAC2,ENSG00000176055,MBLAC2
ENSCAFG00845016671,U2,ENSG00000251877,RNU2-45P
ENSCAFG00845016674,SLC37A1,ENSG00000160190,SLC37A1
ENSCAFG00845016676,JOSD2,ENSG00000161677,JOSD2
ENSCAFG00845016677,ENSCAFG00845016677,ENSG00000184986,TMEM121
ENSCAFG00845016678,SCYGR2,ENSG00000284643,SCYGR2
ENSCAFG00845016679,TSG101,ENSG00000074319,TSG101
ENSCAFG00845016681,CSRNP3,ENSG00000178662,CSRNP3
ENSCAFG00845016683,APH1A,ENSG00000117362,APH1A
ENSCAFG00845016685,B3GNT2,ENSG00000170340,B3GNT2
ENSCAFG00845016686,PAQR3,ENSG00000163291,PAQR3
ENSCAFG00845016687,SMIM36,ENSG00000261873,SMIM36
ENSCAFG00845016688,CRTC2,ENSG00000160741,CRTC2
ENSCAFG00845016692,ENSCAFG00845016692,ENSG00000209702,SNORD41
ENSCAFG00845016695,KAT14,ENSG00000149474,KAT14
ENSCAFG00845016697,ENSCAFG00845016697,ENSG00000284718,SCYGR7
ENSCAFG00845016697,ENSCAFG00845016697,ENSG00000284704,SCYGR3
ENSCAFG00845016701,SEPHS1,ENSG00000086475,SEPHS1
ENSCAFG00845016702,POLE4,ENSG00000115350,POLE4
ENSCAFG00845016703,GTF2E2,ENSG00000197265,GTF2E2
ENSCAFG00845016704,CCDC182,ENSG00000166329,CCDC182
ENSCAFG00845016705,TIMMDC1,ENSG00000113845,TIMMDC1
ENSCAFG00845016706,ARL14EP,ENSG00000152219,ARL14EP
ENSCAFG00845016709,DNAH10,ENSG00000197653,DNAH10
ENSCAFG00845016711,C15H12orf29,ENSG00000133641,C12orf29
ENSCAFG00845016712,ERMP1,ENSG00000099219,ERMP1
ENSCAFG00845016713,ITGAE,ENSG00000083457,ITGAE
ENSCAFG00845016715,SLC47A2,ENSG00000180638,SLC47A2
ENSCAFG00845016718,ENSCAFG00845016718,ENSG00000187626,ZKSCAN4
ENSCAFG00845016719,ENSCAFG00845016719,ENSG00000211895,IGHA1
ENSCAFG00845016719,ENSCAFG00845016719,ENSG00000211890,IGHA2
ENSCAFG00845016720,SNX11,ENSG00000002919,SNX11
ENSCAFG00845016721,CSDC2,ENSG00000172346,CSDC2
ENSCAFG00845016722,SEC14L5,ENSG00000103184,SEC14L5
ENSCAFG00845016723,MTERF3,ENSG00000156469,MTERF3
ENSCAFG00845016725,RNF128,ENSG00000133135,RNF128
ENSCAFG00845016726,PDZK1IP1,ENSG00000162366,PDZK1IP1
ENSCAFG00845016727,TMEM100,ENSG00000166292,TMEM100
ENSCAFG00845016730,SCYGR4,ENSG00000284631,SCYGR4
ENSCAFG00845016733,Y_RNA,ENSG00000206920,RNY1P6
ENSCAFG00845016733,Y_RNA,ENSG00000201218,Y_RNA
ENSCAFG00845016734,FDXR,ENSG00000161513,FDXR
ENSCAFG00845016735,COPG2,ENSG00000158623,COPG2
ENSCAFG00845016736,MFSD4B,ENSG00000173214,MFSD4B
ENSCAFG00845016738,FBXW9,ENSG00000132004,FBXW9
ENSCAFG00845016743,SH3YL1,ENSG00000035115,SH3YL1
ENSCAFG00845016745,TMEM17,ENSG00000186889,TMEM17
ENSCAFG00845016746,XKRX,ENSG00000182489,XKRX
ENSCAFG00845016747,GALNT3,ENSG00000115339,GALNT3
ENSCAFG00845016749,AFF3,ENSG00000144218,AFF3
ENSCAFG00845016750,NAA11,ENSG00000156269,NAA11
ENSCAFG00845016751,EMC10,ENSG00000161671,EMC10
ENSCAFG00845016754,SMIM18,ENSG00000253457,SMIM18
ENSCAFG00845016757,DYM,ENSG00000141627,DYM
ENSCAFG00845016760,SHISA2,ENSG00000180730,SHISA2
ENSCAFG00845016761,ALOX15,ENSG00000161905,ALOX15
ENSCAFG00845016763,DNM1L,ENSG00000087470,DNM1L
ENSCAFG00845016764,E2F5,ENSG00000133740,E2F5
ENSCAFG00845016767,MRPS23,ENSG00000181610,MRPS23
ENSCAFG00845016769,ELAVL2,ENSG00000107105,ELAVL2
ENSCAFG00845016770,ENSCAFG00845016770,ENSG00000211891,IGHE
ENSCAFG00845016772,GK2,ENSG00000196475,GK2
ENSCAFG00845016773,PCIF1,ENSG00000100982,PCIF1
ENSCAFG00845016775,U6,ENSG00000201372,RNU6-1251P
ENSCAFG00845016777,IPO9,ENSG00000198700,IPO9
ENSCAFG00845016780,SNRPB,ENSG00000125835,SNRPB
ENSCAFG00845016784,NEUROG2,ENSG00000178403,NEUROG2
ENSCAFG00845016785,ST6GALNAC1,ENSG00000070526,ST6GALNAC1
ENSCAFG00845016786,WNT8B,ENSG00000075290,WNT8B
ENSCAFG00845016788,HMGB4,ENSG00000176256,HMGB4
ENSCAFG00845016789,ZNF644,ENSG00000122482,ZNF644
ENSCAFG00845016791,ITGA5,ENSG00000161638,ITGA5
ENSCAFG00845016792,HK2,ENSG00000159399,HK2
ENSCAFG00845016793,CETN3,ENSG00000153140,CETN3
ENSCAFG00845016794,C1orf54,ENSG00000118292,C1orf54
ENSCAFG00845016795,STAMBP,ENSG00000124356,STAMBP
ENSCAFG00845016796,POMK,ENSG00000185900,POMK
ENSCAFG00845016798,TLK2,ENSG00000146872,TLK2
ENSCAFG00845016804,PTDSS1,ENSG00000156471,PTDSS1
ENSCAFG00845016805,CYP4X1,ENSG00000186377,CYP4X1
ENSCAFG00845016806,TRAF3,ENSG00000131323,TRAF3
ENSCAFG00845016807,BNIP2,ENSG00000140299,BNIP2
ENSCAFG00845016808,POLR3H,ENSG00000100413,POLR3H
ENSCAFG00845016811,BARHL1,ENSG00000125492,BARHL1
ENSCAFG00845016813,FAM71E1,ENSG00000142530,FAM71E1
ENSCAFG00845016814,FOXO4,ENSG00000184481,FOXO4
ENSCAFG00845016816,WWC2,ENSG00000151718,WWC2
ENSCAFG00845016818,ENSCAFG00845016818,ENSG00000146223,RPL7L1
ENSCAFG00845016819,LHFPL3,ENSG00000187416,LHFPL3
ENSCAFG00845016821,PPHLN1,ENSG00000134283,PPHLN1
ENSCAFG00845016822,NKAPL,ENSG00000197062,ZSCAN26
ENSCAFG00845016825,TRIB3,ENSG00000101255,TRIB3
ENSCAFG00845016827,CCDC30,ENSG00000186409,CCDC30
ENSCAFG00845016830,OR10V1,ENSG00000172289,OR10V1
ENSCAFG00845016832,DHPS,ENSG00000285589,ENSG00000285589
ENSCAFG00845016832,DHPS,ENSG00000095059,DHPS
ENSCAFG00845016834,CD80,ENSG00000121594,CD80
ENSCAFG00845016835,ARAP3,ENSG00000120318,ARAP3
ENSCAFG00845016836,ENSCAFG00845016836,ENSG00000121957,GPSM2
ENSCAFG00845016840,HASPIN,ENSG00000177602,HASPIN
ENSCAFG00845016841,RPE,ENSG00000197713,RPE
ENSCAFG00845016841,RPE,ENSG00000235376,RPEL1
ENSCAFG00845016842,TAX1BP1,ENSG00000106052,TAX1BP1
ENSCAFG00845016843,MIR874,ENSG00000216009,MIR874
ENSCAFG00845016845,ENSCAFG00845016845,ENSG00000160191,PDE9A
ENSCAFG00845016846,U6,ENSG00000200095,RNU6-181P
ENSCAFG00845016846,U6,ENSG00000207256,RNU6-880P
ENSCAFG00845016846,U6,ENSG00000202074,RNU6-715P
ENSCAFG00845016847,CFAP77,ENSG00000188523,CFAP77
ENSCAFG00845016849,RBIS,ENSG00000176731,RBIS
ENSCAFG00845016850,EIF1B,ENSG00000114784,EIF1B
ENSCAFG00845016852,HERC6,ENSG00000138642,HERC6
ENSCAFG00845016855,CIART,ENSG00000159208,CIART
ENSCAFG00845016860,USP13,ENSG00000058056,USP13
ENSCAFG00845016862,GGT7,ENSG00000131067,GGT7
ENSCAFG00845016863,U4,ENSG00000201458,RNU4-4P
ENSCAFG00845016867,ATP6V0A2,ENSG00000185344,ATP6V0A2
ENSCAFG00845016869,TTC21B,ENSG00000123607,TTC21B
ENSCAFG00845016872,ENSCAFG00845016872,ENSG00000166123,GPT2
ENSCAFG00845016873,STOM,ENSG00000148175,STOM
ENSCAFG00845016875,TMEM260,ENSG00000070269,TMEM260
ENSCAFG00845016877,MYOT,ENSG00000120729,MYOT
ENSCAFG00845016879,WDR83,ENSG00000123154,WDR83
ENSCAFG00845016881,OVOL2,ENSG00000125850,OVOL2
ENSCAFG00845016886,AAGAB,ENSG00000103591,AAGAB
ENSCAFG00845016887,MYLK4,ENSG00000145949,MYLK4
ENSCAFG00845016889,SSR1,ENSG00000124783,SSR1
ENSCAFG00845016891,PGBD1,ENSG00000137338,PGBD1
ENSCAFG00845016893,ADPRH,ENSG00000144843,ADPRH
ENSCAFG00845016894,NRSN2,ENSG00000125841,NRSN2
ENSCAFG00845016900,CXorf65,ENSG00000204165,CXorf65
ENSCAFG00845016901,ENSCAFG00845016901,ENSG00000170396,ZNF804A
ENSCAFG00845016904,MRPS21,ENSG00000266472,MRPS21
ENSCAFG00845016907,GRIN2C,ENSG00000161509,GRIN2C
ENSCAFG00845016911,LARP4,ENSG00000161813,LARP4
ENSCAFG00845016912,ENSCAFG00845016912,ENSG00000205581,HMGN1
ENSCAFG00845016913,TTF1,ENSG00000125482,TTF1
ENSCAFG00845016915,C2orf78,ENSG00000187833,C2orf78
ENSCAFG00845016919,U6,ENSG00000252148,RNU6-1206P
ENSCAFG00845016921,PHRF1,ENSG00000070047,PHRF1
ENSCAFG00845016923,ENSCAFG00845016923,ENSG00000281863,ENSG00000281863
ENSCAFG00845016924,DENND4B,ENSG00000198837,DENND4B
ENSCAFG00845016925,PATL1,ENSG00000166889,PATL1
ENSCAFG00845016926,ENSCAFG00845016926,ENSG00000239672,NME1
ENSCAFG00845016927,U6,ENSG00000252148,RNU6-1206P
ENSCAFG00845016928,WDR83OS,ENSG00000105583,WDR83OS
ENSCAFG00845016929,FOXB1,ENSG00000171956,FOXB1
ENSCAFG00845016932,RPS21,ENSG00000171858,RPS21
ENSCAFG00845016933,BAG3,ENSG00000151929,BAG3
ENSCAFG00845016934,CUEDC1,ENSG00000180891,CUEDC1
ENSCAFG00845016936,SOX12,ENSG00000177732,SOX12
ENSCAFG00845016938,ZSCAN31,ENSG00000235109,ZSCAN31
ENSCAFG00845016942,TBC1D8B,ENSG00000133138,TBC1D8B
ENSCAFG00845016943,WDR4,ENSG00000160193,WDR4
ENSCAFG00845016944,CPM,ENSG00000135678,CPM
ENSCAFG00845016945,FAAP20,ENSG00000162585,FAAP20
ENSCAFG00845016947,NTHL1,ENSG00000065057,NTHL1
ENSCAFG00845016949,FRY,ENSG00000073910,FRY
ENSCAFG00845016951,CLCN1,ENSG00000188037,CLCN1
ENSCAFG00845016952,PKD2L2,ENSG00000078795,PKD2L2
ENSCAFG00845016955,SLC19A3,ENSG00000135917,SLC19A3
ENSCAFG00845016956,CDKAL1,ENSG00000145996,CDKAL1
ENSCAFG00845016957,ENSCAFG00845016957,ENSG00000204272,NBDY
ENSCAFG00845016959,SKAP1,ENSG00000141293,SKAP1
ENSCAFG00845016962,REV3L,ENSG00000009413,REV3L
ENSCAFG00845016963,ENSCAFG00845016963,ENSG00000182718,ANXA2
ENSCAFG00845016965,KANSL1L,ENSG00000144445,KANSL1L
ENSCAFG00845016969,ACO2,ENSG00000100412,ACO2
ENSCAFG00845016971,ST6GALNAC2,ENSG00000070731,ST6GALNAC2
ENSCAFG00845016972,MYBPC2,ENSG00000086967,MYBPC2
ENSCAFG00845016973,SKI,ENSG00000157933,SKI
ENSCAFG00845016974,MGME1,ENSG00000125871,MGME1
ENSCAFG00845016976,C15H16orf87,ENSG00000155330,C16orf87
ENSCAFG00845016977,HERC5,ENSG00000138646,HERC5
ENSCAFG00845016980,DCBLD2,ENSG00000057019,DCBLD2
ENSCAFG00845016981,CABLES2,ENSG00000149679,CABLES2
ENSCAFG00845016987,TGM6,ENSG00000166948,TGM6
ENSCAFG00845016988,TMEM35A,ENSG00000126950,TMEM35A
ENSCAFG00845016989,KDM4A,ENSG00000066135,KDM4A
ENSCAFG00845016991,ZCCHC3,ENSG00000247315,ZCCHC3
ENSCAFG00845016992,DUSP11,ENSG00000144048,DUSP11
ENSCAFG00845016993,ENSCAFG00845016993,ENSG00000187626,ZKSCAN4
ENSCAFG00845016995,MRC2,ENSG00000011028,MRC2
ENSCAFG00845016996,WRNIP1,ENSG00000124535,WRNIP1
ENSCAFG00845016997,OCA2,ENSG00000104044,OCA2
ENSCAFG00845016998,PPCS,ENSG00000127125,PPCS
ENSCAFG00845017000,CA13,ENSG00000185015,CA13
ENSCAFG00845017001,OSBP,ENSG00000110048,OSBP
ENSCAFG00845017003,CAGE1,ENSG00000164304,CAGE1
ENSCAFG00845017004,ALOX12,ENSG00000108839,ALOX12
ENSCAFG00845017007,PLA1A,ENSG00000144837,PLA1A
ENSCAFG00845017008,ENSCAFG00845017008,ENSG00000189292,ALKAL2
ENSCAFG00845017010,SCYGR6,ENSG00000284725,SCYGR6
ENSCAFG00845017011,SLC9A3R2,ENSG00000065054,SLC9A3R2
ENSCAFG00845017012,CDH13,ENSG00000140945,CDH13
ENSCAFG00845017013,ENSCAFG00845017013,ENSG00000106714,CNTNAP3
ENSCAFG00845017013,ENSCAFG00845017013,ENSG00000154529,CNTNAP3B
ENSCAFG00845017013,ENSCAFG00845017013,ENSG00000283378,CNTNAP3C
ENSCAFG00845017014,TMEM104,ENSG00000109066,TMEM104
ENSCAFG00845017016,UEVLD,ENSG00000151116,UEVLD
ENSCAFG00845017017,ENTPD3,ENSG00000168032,ENTPD3
ENSCAFG00845017018,ZGRF1,ENSG00000138658,ZGRF1
ENSCAFG00845017019,LOXL2,ENSG00000134013,LOXL2
ENSCAFG00845017021,KIF11,ENSG00000138160,KIF11
ENSCAFG00845017022,AMN,ENSG00000166126,AMN
ENSCAFG00845017024,ZSCAN12,ENSG00000158691,ZSCAN12
ENSCAFG00845017026,FNTA,ENSG00000168172,HOOK3
ENSCAFG00845017028,DUSP11,ENSG00000144034,TPRKB
ENSCAFG00845017032,ACSS2,ENSG00000131069,ACSS2
ENSCAFG00845017033,BARHL2,ENSG00000143032,BARHL2
ENSCAFG00845017034,PRPF3,ENSG00000117360,PRPF3
ENSCAFG00845017036,SMAD7,ENSG00000101665,SMAD7
ENSCAFG00845017037,MYLK3,ENSG00000140795,MYLK3
ENSCAFG00845017038,COL1A2,ENSG00000164692,COL1A2
ENSCAFG00845017039,ENSCAFG00845017039,ENSG00000278261,SNORD1A
ENSCAFG00845017040,ZNF385A,ENSG00000161642,ZNF385A
ENSCAFG00845017042,PPL,ENSG00000118898,PPL
ENSCAFG00845017043,MEST,ENSG00000106484,MEST
ENSCAFG00845017044,ENSCAFG00845017044,ENSG00000160199,PKNOX1
ENSCAFG00845017045,OTX2,ENSG00000165588,OTX2
ENSCAFG00845017047,IZUMO3,ENSG00000205442,IZUMO3
ENSCAFG00845017050,HMGB2,ENSG00000164104,HMGB2
ENSCAFG00845017053,GTF2H3,ENSG00000111358,GTF2H3
ENSCAFG00845017055,ENSCAFG00845017055,ENSG00000199961,SNORD1B
ENSCAFG00845017057,IL2RG,ENSG00000285171,ENSG00000285171
ENSCAFG00845017057,IL2RG,ENSG00000147168,IL2RG
ENSCAFG00845017059,SCYGR8,ENSG00000284635,SCYGR8
ENSCAFG00845017060,JAZF1,ENSG00000153814,JAZF1
ENSCAFG00845017061,VEZF1,ENSG00000136451,VEZF1
ENSCAFG00845017064,ENSCAFG00845017064,ENSG00000185507,IRF7
ENSCAFG00845017065,PYURF,ENSG00000145337,PYURF
ENSCAFG00845017068,ENSCAFG00845017068,ENSG00000111605,CPSF6
ENSCAFG00845017070,DNAH5,ENSG00000039139,DNAH5
ENSCAFG00845017071,ENSCAFG00845017071,ENSG00000204872,NAT8B
ENSCAFG00845017071,ENSCAFG00845017071,ENSG00000144035,NAT8
ENSCAFG00845017072,PCDH1,ENSG00000156453,PCDH1
ENSCAFG00845017073,NCBP3,ENSG00000074356,NCBP3
ENSCAFG00845017075,TSGA10IP,ENSG00000175513,TSGA10IP
ENSCAFG00845017076,PHF5A,ENSG00000100410,PHF5A
ENSCAFG00845017077,ATP8A2,ENSG00000132932,ATP8A2
ENSCAFG00845017078,RBBP8NL,ENSG00000130701,RBBP8NL
ENSCAFG00845017079,ZNF335,ENSG00000198026,ZNF335
ENSCAFG00845017081,GEN1,ENSG00000178295,GEN1
ENSCAFG00845017083,MAGOH,ENSG00000162385,MAGOH
ENSCAFG00845017085,U6,ENSG00000252273,RNU6-426P
ENSCAFG00845017085,U6,ENSG00000206665,RNU6-573P
ENSCAFG00845017087,AFF3,ENSG00000135945,REV1
ENSCAFG00845017088,IQCH,ENSG00000103599,IQCH
ENSCAFG00845017089,ENSCAFG00845017089,ENSG00000104763,ASAH1
ENSCAFG00845017090,ENSCAFG00845017090,ENSG00000276040,SPATA31A7
ENSCAFG00845017090,ENSCAFG00845017090,ENSG00000177910,SPATA31C2
ENSCAFG00845017090,ENSCAFG00845017090,ENSG00000275969,SPATA31A3
ENSCAFG00845017090,ENSCAFG00845017090,ENSG00000177992,SPATA31E1
ENSCAFG00845017090,ENSCAFG00845017090,ENSG00000276581,SPATA31A5
ENSCAFG00845017090,ENSCAFG00845017090,ENSG00000185775,SPATA31A6
ENSCAFG00845017090,ENSCAFG00845017090,ENSG00000204849,SPATA31A1
ENSCAFG00845017093,ACADL,ENSG00000115361,ACADL
ENSCAFG00845017094,PCTP,ENSG00000141179,PCTP
ENSCAFG00845017095,ENSCAFG00845017095,ENSG00000072210,ALDH3A2
ENSCAFG00845017096,HOXB1,ENSG00000120094,HOXB1
ENSCAFG00845017097,RNASEK,ENSG00000219200,RNASEK
ENSCAFG00845017098,SAP30,ENSG00000164105,SAP30
ENSCAFG00845017099,MORN1,ENSG00000116151,MORN1
ENSCAFG00845017100,SAMD5,ENSG00000203727,SAMD5
ENSCAFG00845017102,ENSCAFG00845017102,ENSG00000252677,ENSG00000252677
ENSCAFG00845017103,PRCD,ENSG00000214140,PRCD
ENSCAFG00845017105,ZMYND12,ENSG00000066185,ZMYND12
ENSCAFG00845017107,ENSCAFG00845017107,ENSG00000185507,IRF7
ENSCAFG00845017109,CD1C,ENSG00000158481,CD1C
ENSCAFG00845017110,MYBPC2,ENSG00000269404,SPIB
ENSCAFG00845017110,MYBPC2,ENSG00000142539,ENSG00000142539
ENSCAFG00845017111,LIMA1,ENSG00000050405,LIMA1
ENSCAFG00845017114,C24H20orf96,ENSG00000196476,C20orf96
ENSCAFG00845017116,SERPINB1,ENSG00000021355,SERPINB1
ENSCAFG00845017118,ENSCAFG00845017118,ENSG00000204592,HLA-E
ENSCAFG00845017120,RIPPLY1,ENSG00000147223,RIPPLY1
ENSCAFG00845017121,CPQ,ENSG00000104324,CPQ
ENSCAFG00845017122,OR4C59,ENSG00000181903,OR4C6
ENSCAFG00845017124,OR4D9,ENSG00000172742,OR4D9
ENSCAFG00845017125,WIZ,ENSG00000011451,WIZ
ENSCAFG00845017126,CRIM1,ENSG00000150938,CRIM1
ENSCAFG00845017128,PLS3,ENSG00000102024,PLS3
ENSCAFG00845017129,ORC5,ENSG00000164815,ORC5
ENSCAFG00845017135,CA1,ENSG00000133742,CA1
ENSCAFG00845017137,SETX,ENSG00000107290,SETX
ENSCAFG00845017139,EIF2B1,ENSG00000111361,EIF2B1
ENSCAFG00845017140,TMEM18,ENSG00000151353,TMEM18
ENSCAFG00845017141,SCRG1,ENSG00000164106,SCRG1
ENSCAFG00845017142,HOXB2,ENSG00000173917,HOXB2
ENSCAFG00845017146,EPHA4,ENSG00000116106,EPHA4
ENSCAFG00845017147,CHN1,ENSG00000128656,CHN1
ENSCAFG00845017149,SOX4,ENSG00000124766,SOX4
ENSCAFG00845017152,HECW1,ENSG00000002746,HECW1
ENSCAFG00845017154,TGM3,ENSG00000125780,TGM3
ENSCAFG00845017154,TGM3,ENSG00000286022,ENSG00000286022
ENSCAFG00845017155,MIR335,ENSG00000199043,MIR335
ENSCAFG00845017156,ANTXR2,ENSG00000163297,ANTXR2
ENSCAFG00845017157,CENPI,ENSG00000102384,CENPI
ENSCAFG00845017159,TOB2,ENSG00000183864,TOB2
ENSCAFG00845017160,NAT9,ENSG00000109065,NAT9
ENSCAFG00845017161,MSGN1,ENSG00000151379,MSGN1
ENSCAFG00845017162,ZNF619,ENSG00000177873,ZNF619
ENSCAFG00845017163,NAV1,ENSG00000134369,NAV1
ENSCAFG00845017165,SCN1A,ENSG00000144285,SCN1A
ENSCAFG00845017166,RIOK1,ENSG00000124784,RIOK1
ENSCAFG00845017169,ENSCAFG00845017169,ENSG00000160200,CBS
ENSCAFG00845017169,ENSCAFG00845017169,ENSG00000274276,ENSG00000274276
ENSCAFG00845017171,ANXA2,ENSG00000182718,ANXA2
ENSCAFG00845017172,CDHR5,ENSG00000099834,CDHR5
ENSCAFG00845017173,ZNF598,ENSG00000167962,ZNF598
