Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSCAFG00845018358,ENSCAFG00845018358,ENSMUSG00000043144,Aqp6
ENSCAFG00845018359,RPL3L,ENSMUSG00000002500,Rpl3l
ENSCAFG00845018360,LTN1,ENSMUSG00000052299,Ltn1
ENSCAFG00845018361,CASD1,ENSMUSG00000015189,Casd1
ENSCAFG00845018363,NR1H2,ENSMUSG00000060601,Nr1h2
ENSCAFG00845018365,CYP26A1,ENSMUSG00000024987,Cyp26a1
ENSCAFG00845018366,FAT4,ENSMUSG00000046743,Fat4
ENSCAFG00845018367,MPI,ENSMUSG00000032306,Mpi
ENSCAFG00845018368,ENSCAFG00845018368,ENSMUSG00000097148,Gm3839
ENSCAFG00845018368,ENSCAFG00845018368,ENSMUSG00000057666,Gapdh
ENSCAFG00845018368,ENSCAFG00845018368,ENSMUSG00000110469,Gm10358
ENSCAFG00845018369,OVOL1,ENSMUSG00000024922,Ovol1
ENSCAFG00845018370,ENSCAFG00845018370,ENSMUSG00000063193,Cd300lb
ENSCAFG00845018373,HOXC11,ENSMUSG00000001656,Hoxc11
ENSCAFG00845018374,ENSCAFG00845018374,ENSMUSG00000067571,Ms4a15
ENSCAFG00845018375,GABBR1,ENSMUSG00000024462,Gabbr1
ENSCAFG00845018376,NOTO,ENSMUSG00000068302,Noto
ENSCAFG00845018379,ECSIT,ENSMUSG00000066839,Ecsit
ENSCAFG00845018380,PRPSAP1,ENSMUSG00000015869,Prpsap1
ENSCAFG00845018382,RASGEF1B,ENSMUSG00000089809,Rasgef1b
ENSCAFG00845018383,EP300,ENSMUSG00000055024,Ep300
ENSCAFG00845018384,ARFRP1,ENSMUSG00000038671,Arfrp1
ENSCAFG00845018385,ADAMTSL4,ENSMUSG00000015850,Adamtsl4
ENSCAFG00845018386,RESF1,ENSMUSG00000032712,Resf1
ENSCAFG00845018387,GINM1,ENSMUSG00000040006,Ginm1
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000095429,Ighv5-12
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000095210,Ighv5-9-1
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000096407,Ighv6-5
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000095612,Ighv5-4
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000096108,Ighv11-2
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000094194,Ighv5-16
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076665,Ighv7-1
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076655,Ighv4-1
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076661,Ighv16-1
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000094951,Ighv5-6
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000095285,Ighv5-9
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000095571,Ighv5-17
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000095700,Ighv10-3
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076677,Ighv6-3
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076653,Ighv7-2
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076633,Ighv5-2
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076652,Ighv7-3
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076668,Ighv7-4
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000094134,Ighv5-15
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076680,Ighv6-6
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000076671,Ighv13-2
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000094174,Ighv6-4
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000094533,Ighv11-1
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000087582,Ighv6-7
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000095981,Ighv10-1
ENSCAFG00845018388,ENSCAFG00845018388,ENSMUSG00000103033,Ighv5-12-4
ENSCAFG00845018389,PRPF4B,ENSMUSG00000021413,Prpf4b
ENSCAFG00845018392,MTRFR,ENSMUSG00000047635,Mtrfr
ENSCAFG00845018393,NEIL3,ENSMUSG00000039396,Neil3
ENSCAFG00845018394,MRPL44,ENSMUSG00000026248,Mrpl44
ENSCAFG00845018395,ADAM29,ENSMUSG00000046258,Adam29
ENSCAFG00845018398,TOMM70,ENSMUSG00000022752,Tomm70a
ENSCAFG00845018399,AQP2,ENSMUSG00000023013,Aqp2
ENSCAFG00845018401,BCHE,ENSMUSG00000027792,Bche
ENSCAFG00845018403,ICOS,ENSMUSG00000026009,Icos
ENSCAFG00845018404,HES5,ENSMUSG00000048001,Hes5
ENSCAFG00845018408,PRR15,ENSMUSG00000045725,Prr15
ENSCAFG00845018410,ENSCAFG00845018410,ENSMUSG00000037509,Arhgef4
ENSCAFG00845018411,HOXC12,ENSMUSG00000050328,Hoxc12
ENSCAFG00845018412,AP5B1,ENSMUSG00000049562,Ap5b1
ENSCAFG00845018413,CNBD1,ENSMUSG00000073991,Cnbd1
ENSCAFG00845018414,FAM13A,ENSMUSG00000037709,Fam13a
ENSCAFG00845018415,DIDO1,ENSMUSG00000038914,Dido1
ENSCAFG00845018416,ENSCAFG00845018416,ENSMUSG00000034652,Cd300a
ENSCAFG00845018418,RAB11FIP5,ENSMUSG00000051343,Rab11fip5
ENSCAFG00845018419,SCPEP1,ENSMUSG00000000278,Scpep1
ENSCAFG00845018420,EPHB6,ENSMUSG00000029869,Ephb6
ENSCAFG00845018422,EIF3G,ENSMUSG00000070319,Eif3g
ENSCAFG00845018423,TMEM161A,ENSMUSG00000002342,Tmem161a
ENSCAFG00845018424,TUBE1,ENSMUSG00000019845,Tube1
ENSCAFG00845018425,ENSCAFG00845018425,ENSMUSG00000050190,Adam34l
ENSCAFG00845018425,ENSCAFG00845018425,ENSMUSG00000046723,Adam24
ENSCAFG00845018425,ENSCAFG00845018425,ENSMUSG00000048516,Adam26a
ENSCAFG00845018425,ENSCAFG00845018425,ENSMUSG00000063900,Adam26b
ENSCAFG00845018425,ENSCAFG00845018425,ENSMUSG00000079058,Adam34
ENSCAFG00845018426,MARK3,ENSMUSG00000007411,Mark3
ENSCAFG00845018427,ENSCAFG00845018427,ENSMUSG00000024728,Ms4a19
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000095429,Ighv5-12
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000095210,Ighv5-9-1
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000096407,Ighv6-5
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000095612,Ighv5-4
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000096108,Ighv11-2
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000094194,Ighv5-16
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076665,Ighv7-1
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076655,Ighv4-1
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076661,Ighv16-1
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000094951,Ighv5-6
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000095285,Ighv5-9
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000095571,Ighv5-17
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000095700,Ighv10-3
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076677,Ighv6-3
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076653,Ighv7-2
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076633,Ighv5-2
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076652,Ighv7-3
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076668,Ighv7-4
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000094134,Ighv5-15
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076680,Ighv6-6
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000076671,Ighv13-2
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000094174,Ighv6-4
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000094533,Ighv11-1
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000087582,Ighv6-7
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000095981,Ighv10-1
ENSCAFG00845018428,ENSCAFG00845018428,ENSMUSG00000103033,Ighv5-12-4
ENSCAFG00845018430,GPLD1,ENSMUSG00000021340,Gpld1
ENSCAFG00845018431,CAPZA3,ENSMUSG00000041791,Capza3
ENSCAFG00845018434,ENSCAFG00845018434,ENSMUSG00000027134,Lpcat4
ENSCAFG00845018435,MPO,ENSMUSG00000009350,Mpo
ENSCAFG00845018436,WIPF3,ENSMUSG00000086040,Wipf3
ENSCAFG00845018443,FAM171B,ENSMUSG00000048388,Fam171b
ENSCAFG00845018444,CD40,ENSMUSG00000017652,Cd40
ENSCAFG00845018446,ENSCAFG00845018446,ENSMUSG00000034892,Rps29
ENSCAFG00845018447,HM13,ENSMUSG00000019188,H13
ENSCAFG00845018448,HOXC13,ENSMUSG00000001655,Hoxc13
ENSCAFG00845018449,PAX2,ENSMUSG00000004231,Pax2
ENSCAFG00845018450,U6,ENSMUSG00000064394,Gm23622
ENSCAFG00845018452,RNaseP_nuc,ENSMUSG00000088093,Gm22811
ENSCAFG00845018455,KYAT3,ENSMUSG00000040213,Kyat3
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000095429,Ighv5-12
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000095210,Ighv5-9-1
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000096407,Ighv6-5
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000095612,Ighv5-4
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000096108,Ighv11-2
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000094194,Ighv5-16
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076665,Ighv7-1
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076655,Ighv4-1
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076661,Ighv16-1
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000094951,Ighv5-6
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000095285,Ighv5-9
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000095571,Ighv5-17
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000095700,Ighv10-3
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076677,Ighv6-3
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076653,Ighv7-2
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076633,Ighv5-2
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076652,Ighv7-3
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076668,Ighv7-4
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000094134,Ighv5-15
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076680,Ighv6-6
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000076671,Ighv13-2
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000094174,Ighv6-4
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000094533,Ighv11-1
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000087582,Ighv6-7
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000095981,Ighv10-1
ENSCAFG00845018456,ENSCAFG00845018456,ENSMUSG00000103033,Ighv5-12-4
ENSCAFG00845018460,HEATR5B,ENSMUSG00000039414,Heatr5b
ENSCAFG00845018462,IQCF1,ENSMUSG00000066383,Iqcf1
ENSCAFG00845018463,HTRA2,ENSMUSG00000068329,Htra2
ENSCAFG00845018465,RNASEH2C,ENSMUSG00000024925,Rnaseh2c
ENSCAFG00845018466,DNAJC5B,ENSMUSG00000027606,Dnajc5b
ENSCAFG00845018467,ENSCAFG00845018467,ENSMUSG00000038965,Ube2l3
ENSCAFG00845018468,DIRAS2,ENSMUSG00000047842,Diras2
ENSCAFG00845018469,TNFRSF14,ENSMUSG00000042333,Tnfrsf14
ENSCAFG00845018469,TNFRSF14,ENSMUSG00000022074,Tnfrsf10b
ENSCAFG00845018470,U4,ENSMUSG00000084665,Gm23214
ENSCAFG00845018471,ENSCAFG00845018471,ENSMUSG00000026249,Serpine2
ENSCAFG00845018472,ZGPAT,ENSMUSG00000027582,Zgpat
ENSCAFG00845018474,CEND1,ENSMUSG00000060240,Cend1
ENSCAFG00845018475,MATN3,ENSMUSG00000020583,Matn3
ENSCAFG00845018477,CPA4,ENSMUSG00000039070,Cpa4
ENSCAFG00845018478,ENSCAFG00845018478,ENSMUSG00000070331,Qrich2
ENSCAFG00845018479,FAIM2,ENSMUSG00000023011,Faim2
ENSCAFG00845018480,NCBP2L,ENSMUSG00000022774,Ncbp2
ENSCAFG00845018482,ENSCAFG00845018482,ENSMUSG00000031297,Slc7a3
ENSCAFG00845018483,DENND5B,ENSMUSG00000068250,Amn1
ENSCAFG00845018484,U6,ENSMUSG00000088068,Gm47290
ENSCAFG00845018485,PSMB9,ENSMUSG00000096727,Psmb9
ENSCAFG00845018486,IRS2,ENSMUSG00000038894,Irs2
ENSCAFG00845018487,PSMA3,ENSMUSG00000060073,Psma3
ENSCAFG00845018488,BRD8,ENSMUSG00000003778,Brd8
ENSCAFG00845018489,FAM229B,ENSMUSG00000051736,Fam229b
ENSCAFG00845018491,IQCF5,ENSMUSG00000066382,Iqcf5
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000095429,Ighv5-12
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000095210,Ighv5-9-1
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000096407,Ighv6-5
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000095612,Ighv5-4
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000096108,Ighv11-2
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000094194,Ighv5-16
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076665,Ighv7-1
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076655,Ighv4-1
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076661,Ighv16-1
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000094951,Ighv5-6
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000095285,Ighv5-9
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000095571,Ighv5-17
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000095700,Ighv10-3
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076677,Ighv6-3
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076653,Ighv7-2
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076633,Ighv5-2
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076652,Ighv7-3
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076668,Ighv7-4
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000094134,Ighv5-15
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076680,Ighv6-6
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000076671,Ighv13-2
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000094174,Ighv6-4
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000094533,Ighv11-1
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000087582,Ighv6-7
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000095981,Ighv10-1
ENSCAFG00845018493,ENSCAFG00845018493,ENSMUSG00000103033,Ighv5-12-4
ENSCAFG00845018494,TRIP12,ENSMUSG00000026219,Trip12
ENSCAFG00845018496,MCL1,ENSMUSG00000038612,Mcl1
ENSCAFG00845018498,ZNF653,ENSMUSG00000038895,Zfp653
ENSCAFG00845018500,CBD131,ENSMUSG00000075572,Defb43
ENSCAFG00845018501,GPRC5C,ENSMUSG00000051043,Gprc5c
ENSCAFG00845018502,U6,ENSMUSG00000065291,Gm26125
ENSCAFG00845018504,OR5B21,ENSMUSG00000046272,Olfr1444
ENSCAFG00845018506,KITLG,ENSMUSG00000019966,Kitl
ENSCAFG00845018508,ZBBX,ENSMUSG00000034151,Zbbx
ENSCAFG00845018509,PTPRJ,ENSMUSG00000025314,Ptprj
ENSCAFG00845018510,LNPK,ENSMUSG00000009207,Lnpk
ENSCAFG00845018511,KCNC3,ENSMUSG00000062785,Kcnc3
ENSCAFG00845018512,OR2H10,ENSMUSG00000090556,Olfr753-ps1
ENSCAFG00845018512,OR2H10,ENSMUSG00000056600,Olfr90
ENSCAFG00845018512,OR2H10,ENSMUSG00000091601,Olfr93
ENSCAFG00845018512,OR2H10,ENSMUSG00000096477,Olfr92
ENSCAFG00845018512,OR2H10,ENSMUSG00000095377,Olfr91
ENSCAFG00845018512,OR2H10,ENSMUSG00000067186,Olfr132
ENSCAFG00845018515,TRBV30,ENSMUSG00000076499,Trbv31
ENSCAFG00845018516,PLCZ1,ENSMUSG00000030230,Plcz1
ENSCAFG00845018517,SMIM22,ENSMUSG00000096215,Smim22
ENSCAFG00845018518,ENSCAFG00845018518,ENSMUSG00000025439,Clns1a
ENSCAFG00845018519,ENSCAFG00845018519,ENSMUSG00000062646,Ganc
ENSCAFG00845018519,ENSCAFG00845018519,ENSMUSG00000118623,Gm52968
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000095429,Ighv5-12
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000095210,Ighv5-9-1
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000096407,Ighv6-5
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000095612,Ighv5-4
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000096108,Ighv11-2
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000094194,Ighv5-16
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076665,Ighv7-1
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076655,Ighv4-1
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076661,Ighv16-1
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000094951,Ighv5-6
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000095285,Ighv5-9
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000095571,Ighv5-17
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000095700,Ighv10-3
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076677,Ighv6-3
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076653,Ighv7-2
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076633,Ighv5-2
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076652,Ighv7-3
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076668,Ighv7-4
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000094134,Ighv5-15
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076680,Ighv6-6
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000076671,Ighv13-2
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000094174,Ighv6-4
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000094533,Ighv11-1
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000087582,Ighv6-7
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000095981,Ighv10-1
ENSCAFG00845018520,ENSCAFG00845018520,ENSMUSG00000103033,Ighv5-12-4
ENSCAFG00845018521,RWDD2B,ENSMUSG00000041079,Rwdd2b
ENSCAFG00845018522,OR5B12,ENSMUSG00000045126,Olfr1445
ENSCAFG00845018522,OR5B12,ENSMUSG00000048456,Olfr1448
ENSCAFG00845018525,CBD135,ENSMUSG00000075571,Defb30
ENSCAFG00845018527,RUVBL1,ENSMUSG00000030079,Ruvbl1
ENSCAFG00845018528,ENSCAFG00845018528,ENSMUSG00000021986,Amer2
ENSCAFG00845018529,LNP1,ENSMUSG00000109588,Lnp1
ENSCAFG00845018530,ENSCAFG00845018530,ENSMUSG00000019082,Slc25a22
ENSCAFG00845018531,AKAP1,ENSMUSG00000018428,Akap1
ENSCAFG00845018532,ENSCAFG00845018532,ENSMUSG00000071229,Timm8a2
ENSCAFG00845018534,OR2B11,ENSMUSG00000059610,Olfr222
ENSCAFG00845018535,ETFBKMT,ENSMUSG00000039958,Etfbkmt
ENSCAFG00845018536,DLA-DMB,ENSMUSG00000037548,H2-DMb2
ENSCAFG00845018536,DLA-DMB,ENSMUSG00000079547,H2-DMb1
ENSCAFG00845018537,ENSCAFG00845018537,ENSMUSG00000040586,Ofd1
ENSCAFG00845018538,OR5B24,ENSMUSG00000049498,Olfr1449
ENSCAFG00845018538,OR5B24,ENSMUSG00000062892,Olfr1450
ENSCAFG00845018539,GID8,ENSMUSG00000027573,Gid8
ENSCAFG00845018542,ENSCAFG00845018542,ENSMUSG00000076490,Trbc1
ENSCAFG00845018542,ENSCAFG00845018542,ENSMUSG00000076498,Trbc2
ENSCAFG00845018543,MSRB1,ENSMUSG00000075705,Msrb1
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000095429,Ighv5-12
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000095210,Ighv5-9-1
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000096407,Ighv6-5
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000095612,Ighv5-4
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000096108,Ighv11-2
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000094194,Ighv5-16
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076665,Ighv7-1
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076655,Ighv4-1
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076661,Ighv16-1
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000094951,Ighv5-6
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000095285,Ighv5-9
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000095571,Ighv5-17
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000095700,Ighv10-3
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076677,Ighv6-3
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076653,Ighv7-2
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076633,Ighv5-2
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076652,Ighv7-3
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076668,Ighv7-4
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000094134,Ighv5-15
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076680,Ighv6-6
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000076671,Ighv13-2
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000094174,Ighv6-4
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000094533,Ighv11-1
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000087582,Ighv6-7
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000095981,Ighv10-1
ENSCAFG00845018544,ENSCAFG00845018544,ENSMUSG00000103033,Ighv5-12-4
ENSCAFG00845018545,KATNA1,ENSMUSG00000019794,Katna1
ENSCAFG00845018546,EPHX3,ENSMUSG00000037577,Ephx3
ENSCAFG00845018547,ZSWIM2,ENSMUSG00000034552,Zswim2
ENSCAFG00845018549,ENSCAFG00845018549,ENSMUSG00000041009,Iqcf4
ENSCAFG00845018550,IGF2BP2,ENSMUSG00000033581,Igf2bp2
ENSCAFG00845018552,ENSCAFG00845018552,ENSMUSG00000029059,Prxl2b
ENSCAFG00845018555,SFXN5,ENSMUSG00000033720,Sfxn5
ENSCAFG00845018556,ZBTB46,ENSMUSG00000027583,Zbtb46
ENSCAFG00845018559,GADD45G,ENSMUSG00000021453,Gadd45g
ENSCAFG00845018560,U6,ENSMUSG00000088068,Gm47290
ENSCAFG00845018561,OR5B3B,ENSMUSG00000094721,Olfr1462
ENSCAFG00845018561,OR5B3B,ENSMUSG00000057817,Olfr1446
ENSCAFG00845018561,OR5B3B,ENSMUSG00000096365,Olfr1463
ENSCAFG00845018561,OR5B3B,ENSMUSG00000109148,Olfr1452-ps1
ENSCAFG00845018561,OR5B3B,ENSMUSG00000094986,Olfr1454
ENSCAFG00845018561,OR5B3B,ENSMUSG00000096485,Olfr1466
ENSCAFG00845018561,OR5B3B,ENSMUSG00000063777,Olfr1469
ENSCAFG00845018561,OR5B3B,ENSMUSG00000109100,Olfr1464-ps1
ENSCAFG00845018561,OR5B3B,ENSMUSG00000045883,Olfr1461
ENSCAFG00845018561,OR5B3B,ENSMUSG00000057503,Olfr1459
ENSCAFG00845018561,OR5B3B,ENSMUSG00000062844,Olfr1458
ENSCAFG00845018561,OR5B3B,ENSMUSG00000094755,Olfr1453
ENSCAFG00845018561,OR5B3B,ENSMUSG00000049015,Olfr1467
ENSCAFG00845018561,OR5B3B,ENSMUSG00000061637,Olfr1457
ENSCAFG00845018561,OR5B3B,ENSMUSG00000060303,Olfr1447
ENSCAFG00845018561,OR5B3B,ENSMUSG00000062199,Olfr1465
ENSCAFG00845018562,KIRREL1,ENSMUSG00000041734,Kirrel
ENSCAFG00845018563,DEFB136,ENSMUSG00000054763,Defb42
ENSCAFG00845018564,ELAVL3,ENSMUSG00000003410,Elavl3
ENSCAFG00845018567,CALCOCO1,ENSMUSG00000023055,Calcoco1
ENSCAFG00845018568,U6,ENSMUSG00000088068,Gm47290
ENSCAFG00845018569,ENSCAFG00845018569,ENSMUSG00000022035,Ccdc25
ENSCAFG00845018570,MS4A13,ENSMUSG00000057240,Ms4a13
ENSCAFG00845018571,SEPTIN12,ENSMUSG00000022542,Septin12
ENSCAFG00845018572,ENSCAFG00845018572,ENSMUSG00000021414,Fam217a
ENSCAFG00845018573,TUT4,ENSMUSG00000034610,Tut4
ENSCAFG00845018575,ENSCAFG00845018575,ENSMUSG00001074846,Iqcf3
ENSCAFG00845018577,ENSA,ENSMUSG00000038619,Ensa
ENSCAFG00845018579,USP16,ENSMUSG00000025616,Usp16
ENSCAFG00845018581,MFAP4,ENSMUSG00000042436,Mfap4
ENSCAFG00845018584,ENSCAFG00845018584,ENSMUSG00000095429,Ighv5-12
ENSCAFG00845018584,ENSCAFG00845018584,ENSMUSG00000095210,Ighv5-9-1
ENSCAFG00845018584,ENSCAFG00845018584,ENSMUSG00000096407,Ighv6-5
ENSCAFG00845018584,ENSCAFG00845018584,ENSMUSG00000095612,Ighv5-4
ENSCAFG00845018584,ENSCAFG00845018584,ENSMUSG00000096108,Ighv11-2
